name,address,latitude,longitude,hours,website,phone,nearestSpot,nearestSpotCounty
Bertha's Bar,"6, Sea Road",55.165937,-6.78616,Check local listings,,,Castlerock,
Jimmy D’s,"5, Regent Street, Muine Bheag",52.702679,-6.960445,Check local listings,,,Muine Bheag,Carlow
Tatler Jack,"28-29, Plunkett Street, Killarney",52.058482,-9.508458,Check local listings,https://www.tatlerjack.ie/,,Killarney,Kerry
The Skipper’s Bar,"Main Street, Castletownbere",51.650625,-9.911551,Check local listings,,,Castletownbere,
The Diamond,,52.84341,-8.982905,Check local listings,,,Ennis,Clare
The Dock Bar & Eatery,Rosslare Harbour,52.251104,-6.342134,Check local listings,https://thedockboutiquehotel.com/bar/,+353539133866,Rosslare Harbour,
The Fox's Den,"Main Street, Castleblayney",54.119933,-6.73886,Check local listings,,,Castleblayney,Monaghan
Emerald Bar,"Main Street, Castleblayney",54.119953,-6.738714,Check local listings,,,Castleblayney,Monaghan
The Spinning Wheel,"Main Street, Castleblayney",54.120019,-6.737971,Check local listings,,,Castleblayney,Monaghan
Tavey's Bar,Castleblayney,54.120323,-6.73454,Check local listings,,,Castleblayney,Monaghan
Byrne's,,53.760073,-9.117778,Check local listings,,,Mayo Abbey,
The Local Bar,"29-30, Queen Street, Clonmel",52.355359,-7.705988,Check local listings,,,Clonmel,
Connors Live,"10, Main Street, Carrick-on-Suir",52.346152,-7.413876,Check local listings,,,Carrick-on-Suir,
N. Cooney,"76, Main Street, Carrick-on-Suir",52.345816,-7.412596,Check local listings,,,Carrick-on-Suir,
Josie's Bar,Fornaught,51.985514,-8.706068,Check local listings,,,New Tipperary,
An Caisleán,,53.091714,-8.221001,Check local listings,,,Portumna,Galway
The Boathouse Bar,,53.092064,-8.219745,Check local listings,,,Portumna,Galway
The Nook,,53.160213,-7.202411,Check local listings,,,Portarlington,Laois
Delaney's,"60-62, Market Street, Cootehill",54.073219,-7.081795,Check local listings,,,Cootehill,Cavan
Hannigan's,"38, Market Street, Cootehill",54.073871,-7.081157,Check local listings,,,Cootehill,Cavan
Mullens,"30-32, Market Street, Cootehill",54.074105,-7.080929,Check local listings,,,Cootehill,Cavan
Atlantic Bar,"7, Lower Main Street, Dungloe",54.950682,-8.360754,Check local listings,,,An Clochán Liath,
The Corner House,,53.342847,-7.047005,Check local listings,,,Edenderry,Offaly
Finbarr Cullen,,53.343028,-7.049218,Check local listings,,,Edenderry,Offaly
Logan's,,53.342882,-7.052166,Check local listings,,,Edenderry,Offaly
The Green Room Bar,"18-22, Hill Street, Belfast",54.601681,-5.926965,Check local listings,https://www.blackboxbelfast.com/the-green-room-bar/,,Belfast,
Downey’s,"53, Parnell Street, Dungarvan",52.089192,-7.619426,Check local listings,,,Dungarvan,Waterford
O’Reilly’s Bar and Kitchen,"232-234, Upper Salthill Road, Galway",53.259566,-9.076684,Check local listings,,+35391522610,Salthill,
S. Lyon’s,"Main Street, Banagher",53.189534,-7.986448,Check local listings,,,Banagher,Offaly
The Doolittle Bar,Sneem,51.815618,-9.874742,Check local listings,,,Sneem,
The Top of The Town,,53.988275,-7.360439,Check local listings,,,Cavan,
Mr Bradley's,"56, Barrack St, Ballyphehane, Cork, T12 H285",51.893154,-8.478989,Check local listings,,,Greenmount,
The Galleon Inn,,52.628833,-9.497042,Check local listings,,,Kilrush,Clare
Teach Fada,,53.692859,-6.997104,Check local listings,,,Kilskyre,
Rugby Club,,51.882473,-8.623938,Check local listings,,,West Village,
Major’s,"Bridge Street, Ballyragget",52.788302,-7.334838,Check local listings,,,Ballyragget,
The Quays,,52.352099,-7.704015,Check local listings,,,Clonmel,
The Dublin Bar,,53.769074,-7.161861,Check local listings,,,Oldcastle,
Kate Ryan’s,"1, Cashel Street, Clonmel",52.355252,-7.703966,Check local listings,,,Clonmel,
Creans,,53.768631,-7.162753,Check local listings,,,Oldcastle,
Saddlers Bar & Bistro,"Ballymany, Newbridge",53.17042,-6.813989,Check local listings,https://www.keadeenhotel.ie/saddlers-bistro.html,,Newbridge,
Brennan's,,52.702666,-7.169145,Check local listings,,,Castlewarren,Kilkenny
Coachhouse Lounge,"Emmet Square, Birr",53.095774,-7.910558,Check local listings,,,Birr,Offaly
Cooleys,,52.940648,-9.293616,Check local listings,,,Ennistymon,Clare
Eugene’s,,52.940576,-9.293611,Check local listings,,,Ennistymon,Clare
Blue Anchor,Dundalk,54.011708,-6.346286,Mo-Fr 16:00-20:45; Sa 13:00-20:45; Su 12:30-19:45; PH 'Bank Holiday Mo 13:00-19:00'; Dec 25 Off,,+353 42 937 1131,Ballymascanlan,Louth
The Bar,,53.412659,-6.218491,Check local listings,,,Darndale,
Paul’s Rambling House,"Main Street, Emyvale",54.338783,-6.960016,Check local listings,,,Emyvale,
Mc Meel’s High House,"Main Street, Emyvale",54.338962,-6.959989,Check local listings,,,Emyvale,
Scarna Inn,"Main Street, Emyvale",54.340485,-6.959679,Check local listings,,,Emyvale,
Kingfisher Lodge and Bar,,52.712851,-8.499864,Check local listings,,,Castleconnell,Limerick
The Fountain,"66, Oliver Plunkett Street",51.897161,-8.474387,Check local listings,,,Cork,
Anthony Doherty,"West Street, Castleblayney",54.120157,-6.73653,Check local listings,,,Castleblayney,Monaghan
The Rock Inn,,53.972165,-6.551219,Check local listings,,,Louth,
The Station,"16c, Eglinton Street",55.203795,-6.652881,Check local listings,,,Portrush,
The Heritage,,52.37462,-7.924556,Check local listings,,,Cahir,
No. 22 The Abbey,22,52.37775,-7.929233,Check local listings,,,Cahir,
Shamrock Lounge,,52.37462,-7.924975,Check local listings,,,Cahir,
The Cabin,"66, Main Street, Carrick-on-Suir",52.345589,-7.411753,Check local listings,,,Carrick-on-Suir,
The Shebeen,"New Street, Carrick-on-Suir",52.3453,-7.409832,Check local listings,,,Carrick-on-Suir,
B McConnell & Sons,,54.042485,-6.870744,Check local listings,,,Carrickadooey,
Bush House,"74, Main Street",55.205592,-6.523274,Check local listings,,,Bushmills,
Callan’s,"Kingscourt Road, Carrickmacross",53.972786,-6.719451,Check local listings,,,Carrickmacross,
Deery's,"Main Street, Carrickmacross",53.977112,-6.719236,Check local listings,,,Carrickmacross,
Jordy's Bar,"4, Main Street, Ballynahinch",54.403022,-5.897492,Check local listings,,,Ballynahinch,
The Primrose,"30, Main Street, Ballynahinch",54.403352,-5.896168,Check local listings,,,Ballynahinch,
McHale’s Bar,"Raheen, Athenry",53.300708,-8.7619,Check local listings,https://www.raheenwoodshotel.ie/sports-bar-athenry.html,+35391875888,Athenry,
The Sin Bin,,53.341335,-6.250847,Check local listings,,,Charlotte Quay Dock,
Lagoon Bar,Kinsale,51.700067,-8.538889,Th-Fr 17:00-23:00; Sa 14:00-23:00,https://www.blacksbrewery.com,,Kinsale,
The Stag Inn,,54.157079,-7.138437,Check local listings,,,Newbliss,
Enclosure Bar & Bistro,"Monivea Road, Galway",53.29149,-8.988679,Check local listings,https://www.claytonhotelgalway.ie/restaurants-bars/enclosure-bar-bistro/,,Ballybrit,Galway
Jack’s,Annagary,55.02087,-8.325243,Check local listings,https://www.donegalhotel.ie/bar-and-lounge/jacks,+353749548113,Anagaire,Donegal
Waterfront Bar Bistro,Dungloe,54.952065,-8.367092,Check local listings,https://www.waterfronthoteldungloe.ie/bar-bistro.html,,An Clochán Liath,
The Kitchen,,54.598487,-5.924624,Check local listings,https://www.thekitchenbar.com/,,Markets,
Hunter's Sports bar,,52.662224,-8.628628,Check local listings,,,Limerick,
The Oyster Bar,"Eyre Square, Galway",53.273871,-9.048083,Check local listings,https://www.thehardiman.ie/hotel-dining/oyster-bar/,,Galway,
The Village Inn,,52.994715,-6.08213,Check local listings,,,Rathnew,
P. O’Connor,"Abbey Street, Wicklow",52.980775,-6.045085,Check local listings,,,Wicklow,Wicklow
The Dundrum Inn,"143-145, Main Street, Dundrum",54.257415,-5.845227,Check local listings,https://dundruminn.com/,+442843751211,Dundrum,
Square One,,54.379536,-6.018121,Check local listings,https://www.facebook.com/SquareOneDromara/,,Dromara,
Out of Office Taproom,"96-98, High Street, Belfast",54.600736,-5.925119,Check local listings,https://outofofficebrewing.co.uk/#taproom,,Belfast,
Bowling Bar,"Unit 1-4, Ramelton Road, Letterkenny",54.957197,-7.705802,Check local listings,https://arena7.ie/bowling-bar,,Kiltoy,
Spinner’s Bar,Kilmacow,52.302853,-7.16681,Check local listings,,+35351885000,Kilmacow,Kilkenny
Tower Bar,"Fermanagh Street, Clones",54.1812,-7.23415,Check local listings,,,Clones,Monaghan
The Roost Bar,"Fermanagh Street, Clones",54.180955,-7.233824,Check local listings,,,Clones,Monaghan
The Rock Inn,Scotstown,54.296002,-7.015462,Check local listings,,,Tydavnet,
Jack's Bar,Scotstown,54.296166,-7.015405,Check local listings,,,Tydavnet,
Lynch's,,54.086174,-7.011263,Check local listings,,,Rockcorry,
H. McGinn,,54.156755,-7.138584,Check local listings,,,Newbliss,
Barcadia,"Sheares Street, Cork",51.898146,-8.481217,Mo-Th 17:00-23:30; Fr 17:00-00:30; Sa 12:00-00:30; Su 12:00-23:00,https://mardyke.com/barcadia/,+353 (0)21-4273000,Cork,
Sean's,"Muckno Street, Castleblayney",54.121085,-6.73416,Check local listings,,,Castleblayney,Monaghan
Conabury Inn,"West Street, Castleblayney",54.120481,-6.735982,Check local listings,,,Castleblayney,Monaghan
Corrigans,"West Street, Castleblayney",54.120461,-6.736157,Check local listings,,,Castleblayney,Monaghan
Molly's,"Main Street, Castleblayney",54.120332,-6.737173,Check local listings,,,Castleblayney,Monaghan
Hughes Public Bar,"Main Street, Castleblayney",54.120025,-6.737886,Check local listings,,,Castleblayney,Monaghan
The Horseman Inn,"Main Street, Castleblayney",54.120234,-6.738815,Check local listings,,,Castleblayney,Monaghan
Butler’s Sportsbar,"Main Street, Fethard",52.465941,-7.695981,Check local listings,,,Fethard,Tipperary
Bellview Inn,"46, Main Street, Carrickmacross",53.97631,-6.718882,Check local listings,,,Carrickmacross,
Hughe's Bar,"16, Main Street, Carrickmacross",53.975276,-6.718515,Check local listings,,,Carrickmacross,
Boylan’s,"24-26, Main Street, Carrickmacross",53.975548,-6.71859,Check local listings,,,Carrickmacross,
The Fiddler’s Elbow,"Main Street, Carrickmacross",53.975834,-6.719283,Check local listings,,,Carrickmacross,
Jayz Bar,"34, Main Street, Carrickmacross",53.975829,-6.71875,Check local listings,,,Carrickmacross,
Central Bar,"36, Main Street, Carrickmacross",53.975896,-6.718755,Check local listings,,,Carrickmacross,
The Greyhound Bar,"Muckno Street, Castleblayney",54.121721,-6.734516,Check local listings,,,Castleblayney,Monaghan
Mackey's,"Main Street, Carrickmacross",53.974762,-6.718279,Check local listings,,,Carrickmacross,
J.J. Cunningham,"Main Street, Carrickmacross",53.977486,-6.719365,Check local listings,,,Carrickmacross,
Courthouse,"Monaghan Street, Carrickmacross",53.978078,-6.719157,Check local listings,,,Carrickmacross,
The Welcome Inn Bar,"Main Street, Ballybay",54.126754,-6.900972,Check local listings,,,Ballybay,Monaghan
The Rocky Street,"Main Street, Ballybay",54.126844,-6.901047,Check local listings,,,Ballybay,Monaghan
Ricos Bar,"Main Street, Ballybay",54.126936,-6.901531,Check local listings,,,Ballybay,Monaghan
The Century Bar,"Main Street, Ballybay",54.129629,-6.903012,Check local listings,,,Ballybay,Monaghan
Conlan's,"Main Street, Ballybay",54.127482,-6.902652,Check local listings,,,Ballybay,Monaghan
Maggie Joe's,"Main Street, Ballybay",54.127297,-6.902175,Check local listings,,,Ballybay,Monaghan
Kerr's,"Main Street, Ballybay",54.127463,-6.902131,Check local listings,,,Ballybay,Monaghan
Square Bar,"34, Market Square, Dungannon",54.504905,-6.769091,Check local listings,,,Dungannon,
Lisadobber Bar,,52.393755,-7.471434,Check local listings,,,Ballyneale,
The Big Apple,Ballyforan,53.47042,-8.266002,Check local listings,,,Ballyforan,
Amber Lounge,Carrigtwohill,51.900237,-8.29142,Check local listings,https://www.fotaisland.ie/amber-lounge/,,Carrigtwohill,Cork
The Black Horse Inn,,53.992305,-7.3595,Check local listings,,,Cavan,
Thomas Ashe,,53.992182,-7.360209,Check local listings,,,Cavan,
Thunder Bar,,53.989036,-7.360274,Check local listings,,,Cavan,
Eagle Bar,,53.989503,-7.36203,Check local listings,,,Cavan,
The Skule Inn,"Monaghan Road, Smithborough",54.221977,-7.0968,Check local listings,,,Smithborough,
Shifty Mulhares,Monaghan,54.248779,-6.969121,Check local listings,,,Monaghan,Monaghan
Tavern Bar,Monaghan,54.248776,-6.969016,Check local listings,,,Monaghan,Monaghan
Pat Fox's,"Main Street, Cashel",52.515929,-7.889882,Check local listings,,,Cashel,
Thomas Brady,,53.923153,-7.582791,Check local listings,,,Arvagh,
Benny's Pub,,53.922093,-7.581258,Check local listings,,,Arvagh,
Hughies Pub,,53.92281,-7.581817,Check local listings,,,Arvagh,
The Goal Post,,53.922921,-7.581896,Check local listings,,,Arvagh,
The Eagle Bar,,53.923662,-7.582768,Check local listings,,,Arvagh,
The Grove Lounge,,53.69394,-8.462003,Check local listings,,,Ballymoe,
The Fountain House,"Market Square, Mountrath",53.001351,-7.474116,Check local listings,,,Mountrath,Laois
The Park Bar,"Cross Street, Athenry",53.297478,-8.747471,Check local listings,https://newparkhotel.ie/bar-bistro-menus/,,Athenry,
Disndat,,53.343668,-6.263661,"Mo-We 12:00-24:00+, Th-Sa 12:00-03:00, Su 12:00-24:00+",,,Dublin,
Dignams,,54.120538,-6.735499,Check local listings,,,Castleblayney,Monaghan
Hagues Bar,,54.51075,-6.050132,Check local listings,,,Lisburn,
The Lark,,54.51032,-6.046695,Check local listings,,,Lisburn,
Tigh Phaidi,,53.634985,-9.381929,Check local listings,,,Tuar Mhic Éadaigh,
Hynes,"Parliament Street, Ennistymon",52.940805,-9.293021,Check local listings,,,Ennistymon,Clare
The Village ____,Bunnyconnellan,54.109589,-9.025155,Check local listings,,,Bunnyconnellan,
The River Inn,Bunnyconnellan,54.109741,-9.025456,Check local listings,,,Bunnyconnellan,
Conor's Bar,,54.216535,-7.043529,Check local listings,,,Threemilehouse,
Sir Rowlands Bar,,52.49332,-8.023865,Check local listings,,,Thomastown,Tipperary
The Cross Bar,,52.679411,-8.162033,Check local listings,,,Kilcommon,
The Greyhound,,51.904784,-8.956821,Check local listings,,,Macroom,Cork
Browne's Bar,,51.904338,-8.955323,Check local listings,,,Macroom,Cork
O'Driscoll Trave,,51.904582,-8.956463,Check local listings,,,Macroom,Cork
Pye,"Main Street, Dundrum",53.289046,-6.243152,Mo-We 15:00-23:30; Th 13:00-23:30; Fr 13:00-24:30; Sa 11:00-24:30; Su 11:00-23:00,https://pye.ie/,+35316991999,Dundrum,Dublin
Corcoran’s,,52.657192,-7.546106,Check local listings,,,Grange,Tipperary
Reidy's,,52.878205,-8.292591,Check local listings,,,Newtown,
Dolan's Bar,,54.014294,-7.528246,Check local listings,,,Killashandra,
Hillside Tavern,,54.013406,-7.52806,Check local listings,,,Killashandra,
Bush Bar,"Main Street, Carrick-on-Shannon",53.946127,-8.094058,Check local listings,https://www.bushhotel.com/dining-and-bar/bar-and-lounges,+353719671000,Carrick-on-Shannon,
Tailor's Hall Tavern,"High Street, Dublin",53.342929,-6.27323,Check local listings,,,The Liberties,Dublin
King's Inn,,54.256471,-5.944669,Check local listings,,,Castlewellan,
The Old Tom Bar,,54.256683,-5.944143,Check local listings,,,Castlewellan,
The Village Inn,,54.190332,-8.015591,Check local listings,,,Dowra,
Woodford Arms Bar & Lounge,,54.116117,-7.583993,Check local listings,,,Ballyconnell,
The Molly Maguires,,54.117224,-7.582635,Check local listings,,,Ballyconnell,
The Brandy Well,,54.116884,-7.583235,Check local listings,,,Ballyconnell,
J McBarron,,54.11683,-7.583331,Check local listings,,,Ballyconnell,
Lee's,,54.116702,-7.583577,Check local listings,,,Ballyconnell,
The Anglers Rest,,54.116488,-7.583958,Check local listings,,,Ballyconnell,
Madigans,,53.117932,-9.675741,Check local listings,,,Cill Rónáin,
Con J Smith,,54.044594,-7.377398,Check local listings,,,Butlers Bridge,
The Highball Inn,,54.044414,-7.37687,Check local listings,,,Butlers Bridge,
P. Flanagan,"Eyre Street, Newbridge",53.181878,-6.797608,Check local listings,https://www.flanagans-bar.ie/,+35345431413,Newbridge,
Europa Hotel Lobby Bar,"Great Victoria Street, Belfast",54.594874,-5.934966,Check local listings,https://www.europahotelbelfast.com/dining/lobby-bar/,+442890271066,Belfast,
Barney Macs,,53.931754,-7.407476,Check local listings,,,Ballinagh,
Cronin's Pub,,53.9315,-7.409032,Check local listings,,,Ballinagh,
Diarmada,,53.932187,-7.408292,Check local listings,,,Ballinagh,
Bradys,,53.932168,-7.407647,Check local listings,,,Ballinagh,
The Nip Inn,,54.07234,-7.081673,Check local listings,,,Cootehill,Cavan
Smith's Bar,"11, Bridge Street, Cootehill",54.072642,-7.083049,Check local listings,,,Cootehill,Cavan
Burnt Pig,"15, Bridge Street, Cootehill",54.072771,-7.08328,Check local listings,https://burntpig.com/,,Cootehill,Cavan
The West End Bar,"20, Bridge Street, Cootehill",54.072972,-7.083146,Check local listings,,,Cootehill,Cavan
The Oakland Arms,,54.073041,-7.083274,Check local listings,,,Cootehill,Cavan
Donohoe,,54.07361,-7.081442,Check local listings,,,Cootehill,Cavan
Tír na N-Óg,"19, Market Street, Cootehill",54.074085,-7.080371,Check local listings,,,Cootehill,Cavan
The Shawl,Shrule,53.51966,-9.087205,Check local listings,,,Shrule,
P. Nolan,"Quay Street, New Ross",52.395789,-6.944681,Check local listings,,,New Ross,
The Tholsel Bar,"11, North Street, New Ross",52.395781,-6.944383,Check local listings,,,New Ross,
The Green Door,"Mary Street, New Ross",52.395316,-6.942761,Check local listings,,,New Ross,
Mount Kennedy Inn,"Main Street, Newtownmountkennedy",53.090929,-6.111993,Check local listings,https://mountkennedyinn.ie/,+35312011703,Newtownmountkennedy,
The Duckin Stool,,54.101253,-7.443287,Check local listings,,,Belturbet,
The Yukon Bar,,54.102034,-7.441103,Check local listings,,,Belturbet,
D Usual Place,,54.10065,-7.445518,Check local listings,,,Belturbet,
Cosy Bar,,54.101032,-7.445878,Check local listings,,,Belturbet,
E O'Reilly,,54.101195,-7.446182,Check local listings,,,Belturbet,
Seven Horseshoes Bar,,54.100973,-7.444182,Check local listings,,,Belturbet,
The Mad Ass Bar,,54.10109,-7.443838,Check local listings,,,Belturbet,
The Widows Bar,,54.100831,-7.443888,Check local listings,,,Belturbet,
The Rag,"Conduit Lane, New Ross",52.395562,-6.945085,Check local listings,,,New Ross,
Pauline's,New Ross,52.39821,-6.938185,Check local listings,,,New Ross,
Bill Whelan's,New Ross,52.398424,-6.937276,Check local listings,,,New Ross,
The Railyard,,52.835915,-7.150038,Check local listings,,,Crettyard,
An Bradán Feasa,,53.616772,-6.864653,Check local listings,,,Ráth Chairn,Meath
Lonergan’s Atlantic Bar,"258, Upper Salthill Road, Galway",53.258925,-9.078116,Check local listings,,,Salthill,
Killoran’s Bar,"256, Upper Salthill Road, Galway",53.258964,-9.077997,Check local listings,,,Salthill,
The Portholes,"Saint Martin's Road, Rosslare Harbour",52.249983,-6.336377,Mo-Su off,,,Rosslare Harbour,
Sal's Bar,"17-18, Merchants Quay, Waterford",52.263243,-7.116945,Check local listings,,,Waterford,
Shush,"The Mall, Waterford",52.260137,-7.105675,Check local listings,https://shushwaterford.ie/,,Waterford,
Teach Furbo and Players Bar,Furbo,53.248655,-9.200651,Check local listings,https://www.connemaracoasthotel.ie/dining/bars,+35391592108,Na Forbacha,Galway
Mullally’s,Brandon,52.268455,-10.16164,Check local listings,,,Bréanainn,
O’Shea’s,Brandon,52.26854,-10.161655,Check local listings,,,Bréanainn,
MacSeains,,53.946905,-7.486719,Check local listings,,,Cornafean,
O'Connell's Bar,"O'Connell Street, Waterford",52.263623,-7.118897,Check local listings,,,Waterford,
Garden View,,52.648899,-7.250841,11:00-20:00,,,Kilkenny,
Corrig House,,53.162133,-7.189753,Check local listings,,,Portarlington,Laois
Oak Wood Inn,,53.342485,-7.0531,Check local listings,,,Edenderry,Offaly
The Tap Room,Waterford,52.259807,-7.115563,Check local listings,,,Waterford,
Molony's,,52.841235,-8.983837,Check local listings,,,Ennis,Clare
Fawls Bar Beer Garden,,52.842178,-8.983961,Check local listings,,,Ennis,Clare
Itty Bittys,"5-6, Bank Lane, Waterford",52.259255,-7.106131,Check local listings,https://www.ittybittys.ie/,,Waterford,
Brian Kelly,,52.843323,-8.984144,Check local listings,,,Ennis,Clare
Patrick's,"6, Market Place",52.842567,-8.985153,Check local listings,,,Ennis,Clare
Taylor's Bar,,52.842464,-8.985162,Check local listings,,,Ennis,Clare
Nora Culligans,,52.845236,-8.982271,Check local listings,,,Ennis,Clare
Titanic Bar and Grill,Cobh,51.849761,-8.294746,Check local listings,https://www.titanicbarandgrill.ie/,+353 21 481 4585,Cóbh,Cork
M. Griffin Bar,,52.843749,-8.985999,Check local listings,,,Ennis,Clare
P. Lucas,"74, Parnell Street, Ennis",52.843652,-8.986888,Check local listings,,,Ennis,Clare
The Corner Bar,,52.843624,-8.987921,Check local listings,,,Ennis,Clare
Cruises,"41, Abbey Street, Ennis",52.845524,-8.981744,Check local listings,,,Ennis,Clare
Josie O Sheas,,52.845533,-8.982257,Check local listings,,,Ennis,Clare
An Poc Fada,"20-21, Rose Inn Street, Kilkenny",52.651089,-7.251723,Check local listings,,+353 56 777 2084,Kilkenny,
Teach Aindrais,"17-18, Rose Inn Street, Kilkenny",52.650945,-7.251799,Check local listings,,,Kilkenny,
Kenny's Bar,,52.842332,-8.98719,Check local listings,,,Ennis,Clare
Kelly's Bar,,52.842664,-8.987512,Check local listings,,,Ennis,Clare
Tralee,,52.269354,-9.707597,Check local listings,,,Tralee,Kerry
The Hatch Bar,"Oyster Lane, Wexford",52.33622,-6.459406,Check local listings,https://www.buglerdoyles.ie/pubs-in-wexford,,Wexford,Wexford
O’Connor,"9-10, Sexton Street, Dungarvan",52.09236,-7.615243,Check local listings,,,Dungarvan,Waterford
Tír Na nÓg,"18, Saint Mary Street, Dungarvan",52.088325,-7.621394,Check local listings,,,Dungarvan,Waterford
Mill House,Kilmacud Road Lower,53.288397,-6.204644,Mo-Th 10:00-23:30; Fr-Sa 10:00-00:30; Su 12:00-23:00,http://www.millhousestillorgan.ie/,+3531-288-6206,Stillorgan,Dublin
Bolands,"1, The Hill, Lower Kilmacud Road, Dublin",53.288772,-6.198286,Check local listings,,,Stillorgan,Dublin
Falvey’s,"Lower Bridge Street, Killorglin",52.106285,-9.784446,Check local listings,,,Killorglin,
The Snug Bar,"Distillery Road, Wexford",52.329653,-6.46664,Check local listings,,,Wexford,Wexford
Gill's Bar,,53.76273,-8.76575,Check local listings,,,Ballyhaunis,
Curley's Bar,,53.762862,-8.765151,Check local listings,,,Ballyhaunis,
Boru's Bar,,52.831202,-8.980367,Check local listings,,,Ennis,Clare
Regans Bar,,54.844059,-6.674714,Check local listings,,,Maghera,
The Tipsy Tap,,54.754541,-6.608949,Check local listings,,,Magherafelt,Londonderry
Marys,,54.755284,-6.607288,Check local listings,,,Magherafelt,Londonderry
Mc Masters Bar,,54.844163,-6.671886,Check local listings,,,Maghera,
The Scoring End,,54.844263,-6.672308,Check local listings,,,Maghera,
Kearneys Bar,,54.845123,-6.674196,Check local listings,,,Maghera,
The Dugout,,54.845128,-6.674475,Check local listings,,,Maghera,
Mc Kennas Bar,,54.845786,-6.67536,Check local listings,,,Maghera,
Cooke’s Thatch Bar,"2, Newcastle Road, Galway",53.272433,-9.062672,Check local listings,,,Shantalla,
Wigg’s Bar and Conservatory,"Muckross Road, Killarney",52.053928,-9.506401,Check local listings,https://www.randleshotel.com/dining-in-killarney,,Killarney,Kerry
The Croft,"Swords Road, Dublin",53.377449,-6.246524,Check local listings,https://www.bonningtondublin.com/dining/the-croft-bar/,,Whitehall,Dublin
The Central Bar,"O'Curry Street, Kilkee",52.678077,-9.64979,Check local listings,,,Kilkee,Clare
Kehoe’s,"Main Street, Stradbally",53.015895,-7.149343,Check local listings,,,Stradbally,Laois
C. J. Finlay,"Dublin Street, Monasterevin",53.138141,-7.062436,Check local listings,,045525605,Monasterevin,Kildare
The Bellyard,"Dublin Street, Monasterevin",53.138376,-7.062264,Check local listings,,,Monasterevin,Kildare
The Nag’s Head,"Drogheda Street, Monasterevin",53.138773,-7.060617,Check local listings,,,Monasterevin,Kildare
Brennan’s,"Dublin Street, Monasterevin",53.13851,-7.060987,Check local listings,,,Monasterevin,Kildare
The Club,,52.175931,-7.335175,Check local listings,,,Kill,
Bessies bar,,54.2735,-9.210168,Check local listings,,,Killala,
Megs Bar,"79, South Main Street, Wexford",52.336079,-6.459656,Check local listings,,,Wexford,Wexford
Gerry's,,53.759831,-6.841158,Check local listings,,,Carlanstown,
J Kiernan,,53.758091,-6.841073,Check local listings,,,Carlanstown,
Drury Buildings Bar,"Drury Street, Dublin",53.341932,-6.263446,Check local listings,https://drurybuildings.com/bar-and-garden/,,Dublin,
The 1798,"Lambert Place, Wexford",52.333864,-6.458332,Check local listings,,,Wexford,Wexford
The Dolphin Bar,"The Faythe, Wexford",52.329102,-6.452223,Check local listings,,,Wexford,Wexford
Love Tempo,"110, Thomas Street, Dublin",53.342925,-6.279259,Check local listings,https://www.lovetempo.ie/,,The Liberties,Dublin
Hugh McCann's Cafe/Bar,"119, Central Promenade, Newcastle",54.205991,-5.893239,Check local listings,,,Newcastle,
Brick Lane,"1-3, South Main Street, Cork",51.898104,-8.477166,Check local listings,,,Cork,
The Raven,"100, South Main Street, Cork",51.898257,-8.477437,"Mo-Th 16:00-23:30; Fr,Sa 12:00-00:30, Su 14:00-23:00",https://www.theravenbar.com,+353 21 427 7307,Cork,
The Hole in the Wall,,54.369691,-5.557135,Check local listings,,,Strangford,
Parkavon Bar,"Muckross Road, Killarney",52.04954,-9.507603,Check local listings,https://www.parkavonhotel.com/bar-lunch.html,+353646633000,Killarney,Kerry
Mulligan’s Pub & Lake View,Fossa,52.065639,-9.540311,Check local listings,https://www.castlerosse.ie/mulligans-pub-killarney.html,,Gortroe,
Keogh's,Clifden,53.431051,-10.075581,Check local listings,https://www.keoghsballyconneely.com/,,Ballyconneely,Galway
Grill Bar & Restaurant,"Dock Road, Limerick",52.660449,-8.637038,Check local listings,https://www.claytonhotels.com/limerick/dining/,,Limerick,
Ned O'Shea's,"12, Bridge Street Lower, Dublin",53.344891,-6.2759,Check local listings,https://www.nedosheas.ie/,,The Liberties,Dublin
Ice House Bar & Lounge,"The Quay, Ballina",54.127295,-9.140203,Check local listings,https://www.icehousehotel.ie/eat/ice-house-bar-lounge/,,Quay Village,
Harty's bar,"Nassau Street, Dublin",53.343025,-6.258825,Check local listings,,,Dublin,
Whiskey Bread,,53.423262,-6.244384,Check local listings,,,Santry,Dublin
No. 27 Bar & Lounge,St. Stephen's Green,53.339017,-6.256231,Mo-Th 10:30-23:30; Fr 10:30-00:30; Sa 12:00-00:30; Su 12:00-23:00,https://theshelbourne.com/dine-and-drink-at-the-shelbourne/no-27-the-shelbourne-bar/,,Dublin,
The Grapevine Bar,"Glasson, Athlone",53.4647,-7.885528,Check local listings,https://www.wineport.ie/the-grapevine/,+353906439010,Glassan,
Dry Dock Bar,Wexford,52.354228,-6.505553,Check local listings,https://www.ferrycarrighotel.ie/dry-dock-bar/,,Barntown,
Knights Bar,"Castle Avenue, Clontarf",53.364874,-6.206627,"Mo-Th 12:00-21:30; Fr,Sa 12:00-22:00; Su 12:30-21:30",https://www.clontarfcastle.ie/dining/knights-bar/,,Clontarf Township 1869-1900,
Browne’s Bar,"East Avenue, Killarney",52.058934,-9.503575,Check local listings,https://www.greatsouthernkillarney.com/dining/brownes-bar,+353646638000,Killarney,Kerry
